0.0001 292.996
0.0003 292.996
0.0005 292.996
0.0007 292.996
0.0009 292.996
0.0011 292.996
0.0013 292.996
0.0015 292.996
0.0017 292.996
0.0019 292.996
0.0021 292.996
0.0023 292.996
0.0025 292.996
0.0027 292.996
0.0029 292.996
0.0031 292.996
0.0033 292.996
0.0035 292.996
0.0037 292.996
0.0039 292.996
0.0041 292.996
0.0043 292.996
0.0045 292.996
0.0047 292.996
0.0049 292.996
0.0051 292.996
0.0053 292.996
0.0055 292.997
0.0057 292.997
0.0059 292.997
0.0061 292.998
0.0063 292.999
0.0065 293.001
0.0067 293.004
0.0069 293.009
0.0071 293.016
0.0073 293.028
0.0075 293.047
0.0077 293.076
0.0079 293.119
0.0081 293.185
0.0083 293.283
0.0085 293.427
0.0087 293.637
0.0089 293.939
0.0091 294.367
0.0093 294.967
0.0095 295.795
0.0097 296.921
0.0099 298.433
