0 1499.72
0.000206204 1499.71
0.000412409 1499.71
0.000618613 1499.7
0.000824817 1499.69
0.00103102 1499.68
0.00123723 1499.66
0.00144343 1499.64
0.00164963 1499.61
0.00185584 1499.57
0.00206204 1499.53
0.00226825 1499.47
0.00247445 1499.41
0.00268066 1499.33
0.00288686 1499.23
0.00309306 1499.11
0.00329927 1498.95
0.00350547 1498.76
0.00371168 1498.52
0.00391788 1498.22
0.00412409 1497.84
0.00433029 1497.36
0.00453649 1496.74
0.0047427 1495.94
0.0049489 1494.92
0.005 1494.62
0.0050511 1494.31
0.0052573 1492.81
0.00546351 1490.84
0.00566971 1488.27
0.00587591 1484.87
0.00608212 1480.35
0.00628832 1474.31
0.00649453 1466.18
0.00670073 1455.12
0.00690694 1439.82
0.00711314 1418.65
0.00731934 1389.18
0.00752555 1348.21
0.00773175 1292.2
0.00793796 1219.43
0.00814416 1135.64
0.00835037 1059.95
0.00855657 1015.24
0.00876277 1001.64
0.00896898 1000.05
0.00917518 1000
0.00938139 1000
0.00958759 1000
0.0097938 1000
0.01 1000
