0 1499.31
0.000206204 1499.31
0.000412409 1499.3
0.000618613 1499.28
0.000824817 1499.25
0.00103102 1499.21
0.00123723 1499.16
0.00144343 1499.1
0.00164963 1499.02
0.00185584 1498.93
0.00206204 1498.81
0.00226825 1498.67
0.00247445 1498.5
0.00268066 1498.28
0.00288686 1498.02
0.00309306 1497.69
0.00329927 1497.29
0.00350547 1496.78
0.00371168 1496.14
0.00391788 1495.33
0.00412409 1494.31
0.00433029 1493.01
0.00453649 1491.34
0.0047427 1489.18
0.0049489 1486.37
0.005 1485.53
0.0050511 1484.69
0.0052573 1480.51
0.00546351 1474.98
0.00566971 1467.61
0.00587591 1457.7
0.00608212 1444.24
0.00628832 1425.77
0.00649453 1400.23
0.00670073 1364.69
0.00690694 1315.09
0.00711314 1248.5
0.00731934 1166.58
0.00752555 1083.53
0.00773175 1025.38
0.00793796 1003.44
0.00814416 1000.14
0.00835037 1000
0.00855657 1000
0.00876277 1000
0.00896898 1000
0.00917518 1000
0.00938139 1000
0.00958759 1000
0.0097938 1000
0.01 1000
