0 990.202
0.0001 990.202
0.0002 990.202
0.0003 989.862
0.0004 989.398
0.0005 988.799
0.0006 988.055
0.0007 987.148
0.0008 986.06
0.0009 984.767
0.001 983.241
0.0011 981.448
0.0012 979.348
0.0013 976.896
0.0014 974.036
0.0015 970.707
0.0016 966.84
0.0017 962.358
0.0018 957.18
0.0019 951.225
0.002 944.425
0.0021 936.736
0.0022 928.168
0.0023 918.827
0.0024 908.981
0.0025 899.149
0.0026 890.237
0.0027 883.693
0.0028 881.673
0.0029 887.132
0.003 903.708
0.0031 935.121
0.0032 983.837
0.0033 1048.9
0.0034 1123.52
0.0035 1194.12
0.0036 1243.09
0.0037 1256.09
0.0038 1230.37
0.0039 1177.54
0.004 1117.24
0.0041 1066.35
0.0042 1032.22
0.0043 1013.46
0.0044 1004.85
0.0045 1001.51
0.0046 1000.41
0.0047 1000.1
0.0048 1000.02
0.0049 1000
0.005 1000
0.0051 1000
0.0052 1000
0.0053 1000
0.0054 1000
0.0055 1000
0.0056 1000
0.0057 1000
0.0058 1000
0.0059 1000
0.006 1000
0.0061 1000
0.0062 1000
0.0063 1000
0.0064 1000
0.0065 1000
0.0066 1000
0.0067 1000
0.0068 1000
0.0069 1000
0.007 1000
0.0071 1000
0.0072 1000
0.0073 1000
0.0074 1000
0.0075 1000
0.0076 1000
0.0077 1000
0.0078 1000
0.0079 1000
0.008 1000
0.0081 1000
0.0082 1000
0.0083 1000
0.0084 1000
0.0085 1000
0.0086 1000
0.0087 1000
0.0088 1000
0.0089 1000
0.009 1000
0.0091 1000
0.0092 1000
0.0093 1000
0.0094 1000
0.0095 1000
0.0096 1000
0.0097 1000
0.0098 1000
0.0099 1000
0.01 1000
0.01 0
